id;bezirk;name;shortname;strasse;plz_ort;von;bis;veranstalter;oeffnungszeiten;email;w3;bemerkungen;lat;lng;rss_titel;barrierefrei;immer-kostenlos;Mo;Di;Mi;Do;Fr;Sa;So;closed-exc;closed-exc-readable;hours-exc;hours-exc-readable;ignore;merged;international;action;image;urheberschaft;train;train_distance;short_distance;rss_beschreibung;;
27;Zentrum-Süd;Weihnachtsmarkt auf der Feinkost;Weihnachtsmarkt auf der Feinkost;Karl-Liebknecht-Straße 36;04275 Leipzig;02.12.23;17.12.23;Feinkost;11:00-20:00;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/weihnachtsmarkt-3-20231202;<a class='text-sm underline' target='blank' href='https://www.feinkostgenossenschaft.de/weihnachtsmaerkte-auf-der-feinkost/'>Offizielle Seite</a>;51.32638005;12.372920115922552;Weihnachtsmarkt auf der Feinkost;unbekannt;1;0;0;0;0;0;11:00-20:00;11:00-19:00;04.12.23,05.12.23,06.12.23,07.12.23,08.12.23,11.12.23,13.12.23,14.12.23,15.12.23;Montag - Freitag;03.12.23=11:00-19:00,10.12.23=11:00-19:00,17.12.23=11:00-19:00;sonntags nur bis 19 Uhr;0;;0;0;;;Straßenbahn 10 oder 11 bis 'Leipzig, Südplatz';168;1;Bei den Weihnachtsmärkten im einzigartigen Ambiente der Feinkost stehen Originalität, Regionalität und Familienfreundlichkeit im Vordergrund. An den Ständen werden originelle und nachhaltige Geschenke, Handwerk und Kunst angeboten. Für satte Bäuche und warme Hände, gibt es süße und herzhafte Köstlichkeiten und heiße Getränke.Samstag 11:00-20:00 Uhr Sonntag 11:00-18:00 Uhrhttps://www.feinkostgenossenschaft.de/weihnachtsmarkt/;;
28;Miltitz;Weihnachtsmarkt im Miltitzer Park;Weihnachtsmarkt im Miltitzer Park;Geschwister-Scholl-Str. 8a;04205 Leipzig;02.12.23;02.12.23;Heimatverein Miltitz;15:00-23:59;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/weihnachtsmarkt-12;<a class='text-sm underline' target='blank' href='https://www.heimatverein-miltitz.de/'>Offizielle Seite</a>;51.3218316;12.256178495191364;Weihnachtsmarkt im Miltitzer Park;unbekannt;1;0;0;0;0;0;15:00-23:59;0;0;;0;;0;;0;0;;;Bus 65 bis 'Geschwister-Scholl-Str.';176;1;Weihnachtsmarkt des Heimatvereins Miltitz. Deftiges aus der Region, Naschereien, Getränke, kleine Verkaufsstände, Weihnachtsmusik, Kindereisenbahn, Feuerschale;;
29;Markkleeberg-Ost;Kirchenruine Wachau;Kirchenruine Wachau;Kirchplatz 1;04416 Markkleeberg;16.12.23;16.12.23;Kirchenruine Wachau;13:00-23:59;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/adventsmarkt-3;<a class='text-sm underline' target='blank' href='http://www.kirchenruinewachau.de'>Offizielle Seite</a>;51.27533665;12.430313577910052;Kirchenruine Wachau;unbekannt;1;0;0;0;0;0;16:00-23:59;0;0;;0;;0;;0;0;;;Bus 106, 108  oder 141 bis 'Wachau';214;1;Adventsmarkt mit regionalen Ständen, Basteltischen, Leckereien und MusikEintritt frei;;
30;Großpösna;Wichtelmarkt;Wichtelmarkt;Im Rittergut 1;04463 Großpösna;02.12.23;02.12.23;Bürger- und Vereinshaus Großpösna/Rittergut;15:00-23:59;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/wichtelmarkt;<a class='text-sm underline' target='blank' href='http://www.kuhstall-grosspoesna.de/'>Offizielle Seite</a>;51.269111249999995;12.50240850118493;Wichtelmarkt;unbekannt;1;0;0;0;0;0;15:00-23:59;0;0;;0;;0;;0;0;;;Bus 75 bis 'Großpösna, Brauteich';47;1;feierliche Eröffnung, danach Sprechstunde des Weihnachtsmannes, gastronomisches Angebot und Musik;;
31;Erdmannshain;Advents-Faktum;Advents-Faktum;Lutherstr. 10;04683 Naunhof;08.12.23;17.12.23;Altes Kranwerk Naunhof;13:00-19:00;info@kranwerk.com;https://www.kranwerk.com/advents-faktum/;;51.2800429;12.5937703;Advents-Faktum;unbekannt;1;13:00-19:00;13:00-19:00;13:00-19:00;13:00-19:00;13:00-19:00;13:00-19:00;13:00-19:00;0;;0;;0;;0;0;;;RB110 bis Naunhof;368;1;Das Kranwerk lädt ein – zum gemütlichen Einkaufsbummel. Entdecken Sie wertvolle Geschenke für Ihre Liebsten. Regionale Kunsthandwerker und Produzenten präsentieren zum Werksverkauf selbstgeschaffene Waren zum analogen Kauf. In der Verkaufsauslage findet der geneigte Käufer anspruchsvolle Objekte aus Holz, Glas, Stahl, Weide, Filz, Ton & Stein aber auch Grafisches und natürlich Naschhaftes. Nach dem Rundgang bleibt noch Zeit unsere selbstgebackenen Kuchen, Werks-Crepes oder Quarkbällchen zu vernaschen. Heißer Winterapfel (gewachsen, gegossen, gepflückt, gepresst, gekocht im Kranwerk), Kakao, Kaffee und Glühwein können im Kranwerkskeller und im Seminarrraum verköstigt werden.;;
32;Südvorstadt;Adventsmarkt im Faunauge;Adventsmarkt im Faunauge;Kurt-Eisner-Straße 11;04275 Leipzig;05.12.23;16.12.23;Faunauge;14:00-18:00;info@faunauge.de;https://faunauge.de/adventsmarkt-in-leipzig-bei-faunauge-2023/;;51.3210869;12.368010584318002;Adventsmarkt im Faunauge;unbekannt;1;14:00-18:00;14:00-18:00;14:00-18:00;14:00-18:00;14:00-18:00;14:00-18:00;14:00-18:00;0;;0;;0;;0;1;;;Straßenbahn 10 oder 11 bis 'Leipzig, Karl-Liebknecht-/Kurt-Eisner-Str.';401;0;Vom 5.12. bis 16.12. verwandelt sich das Ladenatelier Faunauge in eine wahre Schatzkammer! Du findet hier handwerklich gefertigte Produkte von 13 Aussteller:innen aus Leipzig und Umgebung, wunderbare Geschenkideen, die nicht auf jedem Markt zu finden sind. Zudem genießt du tolle Events!;;
33;Plagwitz;Felsenkeller Weihnachtsmarkt;Felsenkeller Weihnachtsmarkt;Karl-Heine-Straße 32;04229 Leipzig;30.11.23;23.12.23;Sündenfrei;15:00-21:30;pr[at]bc-gmbh.de;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/wintergarten;<a class='text-sm underline' target='blank' href='https://www.suendenfrei.tv/weihnachtsmaerkte/leipzig/'>Offizielle Seite</a>;51.3328217;12.338524469058852;Felsenkeller Weihnachtsmarkt;unbekannt;1;15:00-21:30;15:00-21:30;15:00-21:30;15:00-21:30;15:00-21:30;11:00-21:30;11:00-19:00;12.12.23,13.12.23,14.12.23,15.12.23;;02.12.23=11:00-21:30,03.12.23=11:00-19:00,09.12.23=11:00-21:30,10.12.23=11:00-19:00,16.12.23=11:00-21:30,17.12.23=11:00-19:00,23.12.23=11:00-21:30;samstags 11 bis 21:30, sonntags 11 bis 19 Uhr;0;;0;0;;;Straßenbahn 14 bis 'Leipzig, Felsenkeller';33;1;Im Biergarten des Felsenkellers warten viele weihnachtlichromantisch-außergewöhnliche Chill-Plätze und um die fünfzehn Stände auf die Besucherinnen und Besucher. Die Gastronomie fährt groß auf: Creperie, Bäckerei, Tavernen, Bräterei, Mandelbrennerei, Knobibrotbäcker.Montag – Freitag: 15:00 – 21:30 Uhr Samstag: 11:00 - 21:30 Uhr Sonntag: 11:00 - 19:00 Uhrhttps://www.felsenkeller-leipzig.com/programm/;;
34;Zentrum;Leipziger Weihnachtsmarkt;Leipziger Weihnachtsmarkt;Markt;04109 Leipzig;28.11.23;23.12.23;mehrere;10:00-21:00;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/leipziger-weihnachtsmarkt-2023;;51.340578550000004;12.374693129488247;Leipziger Weihnachtsmarkt;unbekannt;1;10:00-21:00;10:00-21:00;10:00-21:00;10:00-21:00;10:00-22:00;10:00-22:00;10:00-21:00;0;;01.12.23=10:00-22:00,02.12.23=10:00-22:00,08.12.23=10:00-22:00,09.12.23=10:00-22:00,15.12.23=10:00-22:00,16.12.23=10:00-22:00,22.12.23=10:00-22:00;freitags und samstags bis 22 Uhr;1;;0;0;;;S1, S2, S3, S4, S5, S5X und S6 bis 'Leipzig, Markt';72;1;Die Tradition des Leipziger Weihnachtsmarktes reicht bis in das Jahr 1458 zurück, womit er der zweitälteste in Deutschland ist. Aufgrund seines einzigartigen kulturellen und kulinarischen Angebotes in der fußgängerfreundlichen, illuminierten Innenstadt hat er sich einen legendären Ruf erworben. Umrahmt wird das weihnachtliche Warenangebot von Höhepunkten wie den Orgelmusiken und Aufführungen des Weihnachtsoratoriums von Johann Sebastian Bach in den Leipziger Kirchen, den Turmbläserauftritten auf dem Turm des Alten Rathauses, der Weihnachtsshow des Krystallpalast Varietés und nicht zuletzt dem Märchenwald und der Weihnachtsmannsprechstunde.;;
35;Berndorf;Mühlen-Glühen;Mühlen-Glühen;Berndorf 28;04539 Groitzsch;25.11.23;25.11.23;Neuseenmühle;15:00-23:59;info@neuseenmuehle.de;https://neuseenmuehle.de/;;51.1127837;12.3360623;Mühlen-Glühen;unbekannt;1;0;0;0;0;0;15:00-23:59;0;0;;0;;0;;0;0;;;Bus 258 bis 'Lucka, Clara-Zetkin-Str.';1900;0;Wir freuen uns euch nach erfolgreichem Start im letzten Jahr erneut zum 2. Mühlen-Glühen am Samstag, den 25.11. auf unserem Gelände einladen zu können. Ab 15 Uhr geht es los, mit dabei das Kindertheater vom Werk2, weihnachtliche Verkaufsstände, Kinderbastel- und Büchertausch-Aktionen. Auch für Speiss und Trank wird gesorgt. Der Abend kann gemütlich am Lagerfeuer oder mit tanzend mit Disko mit DJ Senorita Edda in unserer Scheune ausklingen.;;
36;Pauschwitz;Schlossadvent in Trebsen;Schlossadvent in Trebsen;Zum Schloss 1;04687 Trebsen;02.12.23;17.12.23;Schloss Trebsen;11:00-19:00;info@schloss-trebsen.com;https://www.schloss-trebsen.com/events/schlossadvent/;10€ Eintritt;51.291175100000004;12.757395843456795;Schlossadvent in Trebsen;unbekannt;0;0;0;0;0;0;11:00-19:00;11:00-19:00;04.12.23,05.12.23,06.12.23,07.12.23,08.12.23,11.12.23,13.12.23,14.12.23,15.12.23;Montag bis Freitag;0;;0;;0;1;;;Bus 693 bis 'Trebsen (Mulde), Markt';354;1;Fernab von Trubel und Hektik entfaltet sich zum Advent im Schloss auf Schloss Trebsen in wunderbarer Weise der Zauber der Weihnachtszeit. HANDWERKSKÜNSTLER bieten erlesene, exklusive und ausgefallene Waren feil. MITMACHWERKSTÄTTEN laden Kinder ein zum Basteln, Bogenbauen, Backen, Schmieden und zu anderen Werkeleien. Ein spannendes MÄRCHEN-SUCHSPIEL durch das ganze Schloss begeistert große und kleine Kinder. Ein charmanter NIKOLAUS beschenkt das Volk mit gütigen Worten und wohlmeinender Schelmerei. MÄRCHENERZÄHLER und PUPPENSPIELER rühren die Herzen der kleinen und großen Leute. Eine phantastische Schar von KÜNSTLERN, MUSIKERN und AKROBATEN verführt Sie zum Lachen, Staunen und Träumen.;;
37;Hayna;Viktorianischer Weihnachtsmarkt;Viktorianischer Weihnachtsmarkt;Zum Biedermeierstrand;04435 Schkeuditz;16.12.23;16.12.23;Haynaer Strandverein e.V.;15:00-19:00;info@biedermeierstrand.de;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/viktorianischer-weihnachtsmarkt;<a class='text-sm underline' target='blank' href='https://biedermeierstrand.de'>Offizielle Seite</a>;51.43051905;12.323037893857437;Viktorianischer Weihnachtsmarkt;unbekannt;1;0;0;0;0;0;15:00-19:00;0;0;;0;;0;;1;0;;;Rufbus 217 bis 'Hayna (Schkeuditz), Biedermeierstrand';0;1;;;
38;Reudnitz-Thonberg;Weihnachtsmarkt der Mühlstraße;Mühlstraße;Mühlstraße 14;04317 Leipzig;10.12.23;10.12.23;Mühlstraße 14 e.V.;14:00-19:00;kontakt@muehlstrasse.de;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/weihnachtsmarkt-9;<a class='text-sm underline' target='blank' href='https://www.muehlstrasse.de/feste-festivals/weihnachtsmarkt.html'>Offizielle Seite</a>;51.3301205;12.4007573;Weihnachtsmarkt der Mühlstraße;unbekannt;1;0;0;0;0;0;0;14:00-19:00;0;;0;;0;;0;0;;;Straßenbahn 15 bis 'Leipzig, Ostplatz';453;0;Traditionell ist am 2. Advent der kleine, feine Weihnachtsmarkt im gesamten Haus und Hof der Mühlstraße 14.Besucherinnen und Besucher erwarten Stände mit handgemachtem, fair gehandelten und regionalen Produkten. In der Wichtelwerkstatt kann die Geschicklichkeit bei Weihnachtsbasteleien ausprobiert und Geschenke selbst hergestellt werden. Für Wärmendes wie Feuertonne, Knüppelkuchen, Glühwein und Kinderpunsch, heiße Waffeln, Kaffee und Kuchen oder warme Speisen vom Grill ist gesorgt. Außerdem gibt es Weihnachtlichssingen, Geschenke angeln, Weihnachtspost: Briefe an den Weihnachtsmann, Glücksrad und natürlich der Besuch vom Weihnachtsmann.;;
39;;Weihnachtsmarkt Schloss Machern;Schloss Machern;Schloßplatz 1;04827 Machern;01.12.23;03.12.23;Schloss Machern;11:00-21:00;;https://web.gemeindemachern.de/?q=content/weihnachtsmarkt-am-schloss-machern-0;;51.36103885;12.631030438422616;Weihnachtsmarkt Schloss Machern;;1;0;0;0;0;16:00-21:00;11:00-21:00;11:00-18:00;0;;01.12.23=16:00-21:00,03.12.23=11:00-18:00;Freitag erst ab 16 Uhr, Sonntag nur bis 18 Uhr;0;;0;0;;;S3 bis 'Machern (Sachs)';752;0;In diesem Jahr wird der Weihnachtsmarkt in Machern durch Familie Scheffler und unterstützend durch die Gemeinde Machern organisiert. Am 1. Advent 2023 taucht vor dem Schloss in Machern der Weihnachtszauber ein. Genießen Sie entspannte Stunden mit der Familie, Freunden und Bekannten und stimmen Sie sich auf ruhige und besinnliche Weihnachtstage mit dem Besuch auf dem Macherner Weihnachtsmarkt ein.;;
40;Lindenau;Weihnachtsmarkt Lametta for Heinz;Lametta for Heinz;Hähnelstr. 22;04177 Leipzig;02.12.23;03.12.23;Zum Wilden Heinz;12:00-20:00;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/weihnachtsmarkt-4;<a class='text-sm underline' target='blank' href='https://www.facebook.com/ZumWildenHeinz/'>Offizielle Seite</a>;51.3323738;12.3336456;Weihnachtsmarkt Lametta for Heinz;;1;0;0;0;0;0;12:00-20:00;12:00-20:00;0;;0;;0;;0;0;;;Straßenbahn 15, 34 oder Bus 74 bis 'Merseburgerstr';179;1;2. und 3. Dezember 2023 von 12-20 Uhr;;
41;Gohlis-Nord;Adventsmarkt in Versöhnungskirche;Versöhnungskirche;Franz-Mehring-Straße 44;04157 Leipzig;02.12.23;02.12.23;Versöhnungskirche;15:00-23:59;webmaster<at>versoehnungs-gemeinde.de;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/adventsmarkt-7;<a class='text-sm underline' target='blank' href='https://versoehnungs-gemeinde.de/veranstaltungen/adventsmarkt-an-der-versoehnungskirche;51.37182545;12.368551114828596;Adventsmarkt in Versöhnungskirche;;1;0;0;0;0;0;15:00-23:59;0;0;;0;;0;;0;0;;;Straßenbahn 4 bis 'Viertelsweg';304;1;Viele adventliche Angebote wie Flohmarkt, Basar, basteln und Alpakas. Für das leibliche Wohl ist gesorgt mit Bratwurst, Glühwein, Kinderpunsch, sowie Kaffee und Kuchen.;;
42;Stötteritz;Adventsmarkt auf dem Gutshof Stötteritz;Gutshof Stötteritz;Oberdorfstr. 15;04299 Leipzig;03.12.23;03.12.23;Die Scheune;14:00-19:00;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/adventsmarkt-4;<a class='text-sm underline' target='blank' href='https://www.gutshof-stoetteritz.de'>Offizielle Seite</a>;51.32194455;12.423261107950479;Adventsmarkt auf dem Gutshof Stötteritz;;1;0;0;0;0;0;0;14:00-19:00;0;;0;;0;;0;0;;;Straßenbahn 4 bis 'Kolmstraße';265;1;Auf der Webseite des Gutshof Stötteritz;;
43;Leutzsch;Adventsmarkt in der Mädler-Villa;Mädler-Villa;Hans-Driesch-Straße 2;04179 Leipzig;08.12.23;17.12.23;Mädler-Villa;12:00-20:00;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/adventsmarkt-5-20231208;<a class='text-sm underline' target='blank' href='http://www.mädlervilla.de/'>Offizielle Seite</a>;51.35023355;12.323481086186211;Adventsmarkt in der Mädler-Villa;;1;0;0;0;0;15:00-20:00;12:00-20:00;12:00-18:00;11.12.23,12.12.23,13.12.23,14.12.23;Montag bis Donnerstag;08.12.23=15:00-20:00,10.12.23=12:00-18:00,15.12.23=15:00-20:00,17.12.23=12:00-18:00;freitags 15 bis 20 Uhr, sonntags 12 bis 18 Uhr;0;;0;0;;;Straßenbahn 34 bis 'Sportforum Ost';1800;0;In familiärer Atmosphäre zwischen zahlreichen Kunsthandwerk-Ständen flanieren und nach dem ein oder anderen Weihnachtsgeschenk für die Liebsten Ausschau halten, bei weihnachtlichen Klängen an Feuerschalen verweilen und dabei süße und herzhafte Leckereien genießen - das können Sie beim Adventsmarkt an der Mädler Villa.Freitag, 08.12.2023, 19 Uhr - Bölitzer PosaunenchorSamstag, 09.12.2023, 17 Uhr - Singschule LeipzigFreitag, 15.12.2023, 18 Uhr - Kinderchor an der Linie 7Samstag, 16.12.2023, 18 Uhr - Caroline und Sophia HollerFreitag: 15 bis 20 UhrSamstag: 12 bis 20 UhrSonntag: 12 bis 18 Uhr;;
44;Südvorstadt;Weihnachtsmarkt im Haus Steinstraße;Haus Steinstraße;Steinstraße 18;04275 Leipzig;10.12.23;10.12.23;Haus Steinstraße;15:00-18:00;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/weihnachtsmarkt-7;<a class='text-sm underline' target='blank' href='https://haus-steinstrasse.de/termine/weihnachtsmarkt-im-haus-steinstrasse/?occurrence=2023-12-10'>Offizielle Seite</a>;51.31761485;12.370603375713156;Weihnachtsmarkt im Haus Steinstraße;;1;0;0;0;0;0;0;15:00-18:00;0;;0;;0;;0;0;;;Straßenbahn 10 oder 11 bis 'Karl-Liebknecht-/Kurt-Eisner-Str.';421;0;Auch in diesem Jahr wird es wieder unseren beliebten Familienweihnachtsmarkt geben. Im Hof, im Café und in den Kreativwerkstätten erwartet die Gäste ein vielfältiges Angebot zum Aktivwerden und Genießen: Kerzengießen, Tanzen und Singen, Drucken und Gestalten sowie Puppentheater und natürlich Punsch und Waffeln am Feuer.Eintritt Weihnachtsmarkt freiEintritt Puppentheater: 5 Euro / 4 Euro ermäßigt;;
45;;Weihnachtsmarkt Gut Graßdorf;Gut Graßdorf;Am Volksgut 2;04425 Taucha;15.12.23;17.12.23;Landgasthof Gut Graßdorf;14:00-21:00;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/weihnachtsmarkt-6-20231215;<a class='text-sm underline' target='blank' href='https://www.wulf-catering.de/veranstaltungen/'>Offizielle Seite</a>;51.388350450000004;12.488752999999999;Weihnachtsmarkt Gut Graßdorf;;1;0;0;0;0;17:00-21:00;14:00-21:00;14:00-19:00;0;;15.12.23=17:00-21:00,17.12.23=14:00-19:00;freitags 17 bis 21 Uhr, sonntags 14 bis 19 Uhr;0;;0;0;;;Straßenbahn 3 bis 'An der Bürgerruhe, Taucha';1300;0;;;
46;Meusdorf;1. Meusdorfer Weihnachtsmarkt;Meusdorfer Weihnachtsmarkt;Schwarzenbergweg 9;04289 Leipzig;17.12.23;17.12.23;Wirtshaus am Monarchenhügel;15:00-23:59;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/1-meusdorfer-weihnachtsmarkt;<a class='text-sm underline' target='blank' href='http://www.wirtshaus-monarchenhuegel.de/aktuelles.php'>Offizielle Seite</a>;51.2906382;12.4402916;Meusdorfer Weihnachtsmarkt;;1;0;0;0;0;0;0;15:00-23:59;0;;0;;0;;0;0;;;Straßenbahn 15 bis 'Meusdorf';449;0;;;
47;Lützschena-Stahmeln;Adventmarkt Lützschena;Adventmarkt Lützschena;Schloßweg 4;04159 Leipzig;17.12.23;17.12.23;Schlosskirche Lützschena;15:00-23:59;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/adventmarkt;;51.3798625;12.280626073640347;Adventmarkt Lützschena;;1;0;0;0;0;0;0;15:00-23:59;0;;0;;0;;0;0;;;Straßenbahn 11 bis 'Lützschena';493;0;Auch in diesem Jahr laden wir, der Ortsausschuss Lützschena, wieder herzlich zum Adventsmarkt in Lützschena ein. Wir beginnen am dritten Advent, dem 17.12., um 14:00 Uhr mit einem Familiengottesdienst in der Schloßkirche. Danach sind alle herzlich zu Glühwein und kleinen Leckereien, die es vor der Schloßkirche geben wird, eingeladen. Am Feuer wollen wir ins Quatschen kommen und vielleicht Menschen treffen, die wir lange nicht gesehen haben. Sicher wird es kleine Angebote an dem einen oder anderen Stand geben. Um 16:30 Uhr beginnt dann wie jedes Jahr das Konzert der Familienband „Fiddle Folk Family“. Mit irischen Klängen und Liedern zur Adventszeit wollen wir den Nachmittag ausklingen lassen. Restkartenwerden an der Abendkasse verkauft. Der Preis pro Karte beträgt 10 Euro.Wir brauchen für einen gelungenen Adventsmarkt auch dringend helfende Hände. Wem also dieses Projekt am Herzen liegt und wer gernmöchte, dass der Adventsmarkt erhalten bleibt bzw. wieder ausgebaut wird, melde sich bitte auch unter tinten-klecks@live.de.Wir freuen uns auf Sie!Sylvia Berger;;
48;Paunsdorf;Winterdorf Paunsdorf;Winterdorf Paunsdorf;Paunsdorfer Allee 1;04329 Leipzig;27.11.23;25.02.23;Paunsdorf Center;10:00-20:00;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/winterfreizeitpark;;51.34860449999999;12.477865158631062;Winterdorf Paunsdorf;;1;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;11:00-19:00;0;;0;;0;;0;0;;;Straßenbahn 7 bis 'Permoserstr.';280;1;Der Winterfreizeitpark ist ein Pop-Up Freizeitpark von mehreren Schaustellerfirmen. Große und kleine Gäste können sich über verschiedene Fahrgeschäfte, leckere Winter-Schmankerl sowie tolle Spiel- und Spaßstände freuen.An Sonn- und Feiertagen sowie am 24. und 31. Dezember 2023 ist kein Winterfreizeitpark.;;
49;Böhlitz-Ehrenberg;Weihnachtsmarkt Böhlitz-Ehrenberg;Weihnachtsmarkt Böhlitz-Ehrenberg;Leipziger Straße;04178 Leipzig;02.12.23;02.12.23;TSV Böhlitz-Ehrenberg 1990 e.V.;10:00-20:00;;http://www.bgbe.de/weihnachtsmarkt;;51.3608558;12.284388273515113;Weihnachtsmarkt Böhlitz-Ehrenberg;;1;0;0;0;0;0;10:00-20:00;0;0;;0;;0;;0;1;;;Straßenbahn 7 bis 'Burghausenerstr';100;1;verschiedene Verkaufsstände, Bastelstraße, Ponyreiten, Märchenstunde, Besuch vom Weihnachtsmann, Schottische Musik, Weihnachtsliedersingen mit dem Posaunenchor Böhlitz-Ehrenberg;;
50;Podelwitz;Schlossweihnacht in Podelwitz;Schlossweihnacht;Am Schloss 4;04680 Colditz;02.12.23;03.12.23;Wasserschloss Podelwitz;10:00-20:00;info<at>wasserschloss-podelwitz.de;https://www.wasserschloss-podelwitz.de/veranstaltungen/2388209/2023/12/02/schlossweihnacht.html;;51.152758649999996;12.834418668118957;Schlossweihnacht in Podelwitz;;1;0;0;0;0;0;10:00-20:00;10:00-20:00;0;;0;;0;;0;0;;;Bus 621 bis 'Hauptstr, Podelwitz';347;1;Zum ersten Adventswochenende laden wir Groß und Klein zu unserer Schlossweihnacht ein. Mit kreativen Künstlern und Ausstellern sorgen wir nicht nur für das leibliche Wohl, sondern auch für große Augen.;;
